run_key,sigma_hash,sigma_seed_equivalent,ok,fitness,expected_di,expected_free,reason,iterations,info_iterations,created_at,updated_at,fitness_objective,run_label,is_best_sigma
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",cb4dcddc4f464c5c5b93e74f1fc77169,8227939113510373924,True,6.949364721793489,6.949364721793489,14.56919828401647,,53,30,1773940088.9535577,1773940088.9535577,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",b79a4f0674acfcfe614d26c50c76866c,5801134201081200747,True,5.220229367562044,5.220229367562044,12.84810743806672,,55,29,1773940089.2612603,1773940089.2612603,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",989419d6db7a351c03477e26ec38bca9,3778434139215963875,True,6.633680391926061,6.633680391926061,14.278145343543208,,52,30,1773940089.5338514,1773940089.5338514,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",a8fa8452d383b0737590bb5b892dc1af,5153740857978200728,True,5.790537821326923,5.790537821326923,13.27674429462995,,67,29,1773940089.904897,1773940089.904897,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",34b00bef309ca51c024d406c793b01ac,7758954811545111524,True,6.6321353690361144,6.6321353690361144,14.307016214094448,,54,30,1773940090.21729,1773940090.21729,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",1e32ae46ef9e72573d33940b65a77c9c,8762017616125780298,True,7.0227259565423985,7.0227259565423985,14.674158901442567,,66,30,1773940090.554492,1773940090.554492,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",cd1cc58a10df8a5e8285292eded3b3dc,2071291078502434972,True,6.454279159703366,6.454279159703366,14.116890837231756,,59,31,1773940090.8655035,1773940090.8655035,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",cff3d8c348ea43d000e82daac84f6aa5,2364353732451496520,True,7.09349738898019,7.09349738898019,14.77463531716714,,60,30,1773940091.1888843,1773940091.1888843,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",c8b79b4c099569d7a154d62153a89599,3658062787765299531,True,6.928465576507084,6.928465576507084,14.538558359825286,,51,30,1773940091.466405,1773940091.466405,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",cd22e185c0afcc9281a95843fe8e03ef,2012857586720546071,True,5.4337333813356565,5.4337333813356565,13.101596249096072,,63,29,1773940091.7974832,1773940091.7974832,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",83b20918c8728f69d03406b61deac259,6311822261109121326,True,7.171674292374543,7.171674292374543,14.944244314807001,,67,32,1773940092.144846,1773940092.144846,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",58bd146ed77816d56a397ce4e1171c90,1996121314913897020,True,6.8293990138016,6.8293990138016,14.486212133677386,,59,30,1773940092.4519982,1773940092.4519982,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",f4e44f9fa800e9fd44e7732939eb0f2a,3364209161845662504,True,6.157724376810073,6.157724376810073,13.770318384207895,,50,29,1773940092.7465014,1773940092.7465014,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",e20c613c90df90a702dd046b883259c0,5113211637355084561,True,6.809104790818008,6.809104790818008,14.512986957962248,,54,31,1773940093.0290399,1773940093.0290399,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",8d7f2d5b71ecb7af13a85c0738e06301,3361575099520635489,True,6.4726246585815135,6.4726246585815135,14.179494482219164,,53,30,1773940093.3485894,1773940093.3485894,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",67340106b555fcdcaeb2750fc1907ea4,9014648571315386462,True,6.7824776997078455,6.7824776997078455,14.413310295642864,,49,30,1773940093.6193235,1773940093.6193235,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",4c0b3db0075afd8493275c3eb9e1dc71,3115883594180450171,True,6.6078899420542045,6.6078899420542045,14.276184549735598,,51,29,1773940093.9025111,1773940093.9025111,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",10a49273e86949066ac70a8d800c9c26,869246908996988467,True,6.706273783996718,6.706273783996718,14.450075443047078,,65,31,1773940094.2372756,1773940094.2372756,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",4fa5a32a0d2932627dce962c2fae7037,2096949545073169661,True,6.818000725502284,6.818000725502284,14.44156745027389,,52,30,1773940094.5183716,1773940094.5183716,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",1f78abc8b5542d32a9cd11abc7e6c4d7,7547585737081691964,True,6.978262390157328,6.978262390157328,14.677871081556155,,58,30,1773940094.8256001,1773940094.8256001,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",dbdbddf51894a4b599714b2816535cd7,5848213366207456837,True,6.96639953802502,6.96639953802502,14.642144255840378,,55,31,1773940095.1187952,1773940095.1187952,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",dbd1117bacbf6bd6c6d5ff9ae831b328,9113071857546857176,True,4.700770955248386,4.700770955248386,12.35022419787057,,61,30,1773940095.465037,1773940095.465037,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",2dc8a7339a07cb08b36d55ead184b4d4,1080481632803375846,True,6.723408306626933,6.723408306626933,14.267408175018108,,49,29,1773940095.7340891,1773940095.7340891,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",d4dca2d2ebbfad737861475f292cc5f6,2457431599309660384,True,6.549843738385652,6.549843738385652,14.248307788266548,,62,31,1773940096.0595956,1773940096.0595956,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",6b16aa96bf7a7728e98d6c68013a7391,4592195617902518756,True,5.8537450140242,5.8537450140242,13.47910072302742,,59,29,1773940096.374579,1773940096.374579,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",1963014a6a761f647edeed54c6cb6379,3577247790657937986,True,6.352630555399636,6.352630555399636,13.970104417432148,,64,29,1773940096.7421076,1773940096.7421076,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",da199c655c3aa1079e3e7d3086465e24,5940729474172297270,True,7.038313673998014,7.038313673998014,14.695560529155303,,52,30,1773940097.026702,1773940097.026702,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",af7fc7f14ffedd0d7d8f4d15daea405a,6669511057954306679,True,6.860985148906489,6.860985148906489,14.545157668376095,,55,30,1773940097.3205934,1773940097.3205934,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",31ac527748f27ff58014accc954d0da9,7164472446474653076,True,6.558866711375546,6.558866711375546,14.16912574132809,,57,30,1773940097.6281338,1773940097.6281338,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",05acaf35a30cd80c929620923836d728,2157082373744789313,True,5.978955790292117,5.978955790292117,13.615460911776,,58,30,1773940097.9389071,1773940097.9389071,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",a0a227c4b6bc20d8a56f3f4f02b058d4,7400415672945646215,True,5.8862634264139695,5.8862634264139695,13.45615388483164,,56,30,1773940098.2654607,1773940098.2654607,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",721dcdf3f6434ed59449c5d42cc2898f,8684454916959840059,True,6.296008650895716,6.296008650895716,14.021320546289008,,56,30,1773940098.5730097,1773940098.5730097,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",b176252dd626266093a2f6a4c2f2d9e9,8543118488267335340,True,6.356869175589158,6.356869175589158,14.08187465537486,,55,30,1773940098.877645,1773940098.877645,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",d4ae622114e97a7d7742a08e5ba9ab38,2350708377266200630,True,7.431608155535495,7.431608155535495,15.062712612447097,,65,30,1773940099.213644,1773940099.213644,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",415251a5fb5ad052deee02908ddc242a,7030864334814299344,True,5.4336725716446965,5.4336725716446965,13.098081565950089,,77,30,1773940099.5991995,1773940099.5991995,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",219faed384f3f3b6a33d49de91a19329,7384961681262738070,True,6.719016470409877,6.719016470409877,14.34916117902944,,55,30,1773940099.8868058,1773940099.8868058,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",27e62c3e614b99372332bc36851e78fc,8286364599619791722,True,6.753296791857591,6.753296791857591,14.454077058410604,,56,31,1773940100.1904085,1773940100.1904085,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",1f59803f5d8e6cadadf21083f3a4d2a8,7828682230473010179,True,6.458757194100102,6.458757194100102,14.08985925406651,,60,30,1773940100.508149,1773940100.508149,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",8f803419841dae47d4de37135d2a77de,8349285883889177711,True,6.863046243507346,6.863046243507346,14.492349200396612,,53,30,1773940100.7938879,1773940100.7938879,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",593102dd919cb6419b5e1ee904bfcfc9,5602518223912778829,True,6.849454256865363,6.849454256865363,14.52040624132585,,50,30,1773940101.0623534,1773940101.0623534,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",661bd998d9413d51e3bc4c72b378bf2c,3455386420673984977,True,6.6053620525416274,6.6053620525416274,14.302683396563015,,52,30,1773940101.3546221,1773940101.3546221,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",69093f627a9fadc53c9e4cb9c847041d,1058569657638084521,True,6.5992211671486505,6.5992211671486505,14.42194861576862,,66,31,1773940101.7167044,1773940101.7167044,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",d25bd8248e3b3c2999984b1079aee226,4490083715701365372,True,6.192708249726798,6.192708249726798,13.854519880995262,,60,30,1773940102.0579338,1773940102.0579338,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",44c85699c4e7de8947018a46053fe60d,5805763864864727840,True,6.75511462992461,6.75511462992461,14.43679313820987,,58,31,1773940102.379536,1773940102.379536,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",207070859228517b4519047a856cfd47,430627601631780926,True,6.911995080545628,6.911995080545628,14.512631056330271,,52,30,1773940102.7021296,1773940102.7021296,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",997e50675ca056105167771572d4bde4,316404142582360583,True,6.304722896126949,6.304722896126949,13.939684260989473,,65,30,1773940103.036322,1773940103.036322,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",19756efb9d69e3336f5aa6151c38134f,2469525159217453494,True,5.592670904075833,5.592670904075833,13.176561325934248,,62,29,1773940103.359779,1773940103.359779,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",c2e5c3570c49eb1f97dfe35859f66868,2137919024041442986,True,5.850126777591355,5.850126777591355,13.528991523599148,,56,30,1773940103.675186,1773940103.675186,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",3d2aae7208daa01aa168732933abe26a,1998982565039514272,True,6.077665948990341,6.077665948990341,13.748512017465746,,50,30,1773940103.950755,1773940103.950755,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",2c160d5cf9236118ebebb384dbc12e25,4906617088183365719,True,6.6855342756012215,6.6855342756012215,14.317229059612933,,52,30,1773940104.233631,1773940104.233631,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",47a2094c1efaa17cd92325fe238be160,7523043921077806170,True,6.693509731434953,6.693509731434953,14.368717889212405,,57,30,1773940104.539707,1773940104.539707,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",c40fc1a1eb099e5c0eec59853aba5760,1660663643744605211,True,6.122309654168397,6.122309654168397,13.644849957805814,,65,29,1773940104.8735504,1773940104.8735504,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",ea289c7bc9106667c2f8085551d3a118,1677944134669987307,True,6.130387243705946,6.130387243705946,13.65797848680609,,55,30,1773940105.17336,1773940105.17336,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",125b3b80d870d1be06b5e1ac02f88c9d,3128973344185659417,True,7.201699784547779,7.201699784547779,14.889384910183534,,67,31,1773940105.519772,1773940105.519772,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",124b874c1f9824238b0a1366522e459d,3432061768277331428,True,6.18663600363705,6.18663600363705,14.01377377835451,,51,30,1773940105.837772,1773940105.837772,decision_information,Decision Information fitness,False
"{""beta"":1.0,""determinism"":0.97,""env_id"":""four_rooms"",""goal"":46,""manhattan"":true,""max_blahut_iterations"":100000,""max_info_iterations"":10000,""shape"":[7,7],""state_dist"":""uniform"",""theta"":1e-05}",591aaabf74eb5e44917f8327ab896e17,4878762506331368097,True,6.365509846330071,6.365509846330071,14.008442827886922,,61,30,1773940106.1530588,1773940106.1530588,decision_information,Decision Information fitness,False
